id,license,rightsHolder,accessRights,institutionID,datasetID,institutionCode,collectionCode,datasetName,basisOfRecord,dataGeneralizations,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,lifeStage,occurrenceStatus,organismID,organismName,organismScope,eventID,samplingProtocol,startDayOfYear,endDayOfYear,locality,scientificNameID,scientificName,kingdom,vernacularName
otn:SAF.SAF:SAF-AB003-545673-2016_SSST-1200794-2016-08-05_2016-12-12T6,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-AB003-545673-2016_SSST-1200794-2016-08-05_2016-12-12T6,otn:SAF.SAF:SAF-AB003-545673-2016_SSST-1200794-2016-08-05_2016-12-12T6,,SAF.SAF,1,,,present,SSST-1200794-2016-08-05,SSST-1200794-2016-08-05,individual,otn:SAF.SAF:SAF-AB003-545673-2016_SSST-1200794-2016-08-05_2016-12-12T6,acoustic detection,2016-12-12T6,2016-12-12T6,"LINE\ARRAY:SAF, STATION:SAF-AB003",urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,white shark
otn:SAF.SAF:SAF-AB004-545674-2016_SSST-1200794-2016-08-05_2016-12-09T1,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-AB004-545674-2016_SSST-1200794-2016-08-05_2016-12-09T1,otn:SAF.SAF:SAF-AB004-545674-2016_SSST-1200794-2016-08-05_2016-12-09T1,,SAF.SAF,1,,,present,SSST-1200794-2016-08-05,SSST-1200794-2016-08-05,individual,otn:SAF.SAF:SAF-AB004-545674-2016_SSST-1200794-2016-08-05_2016-12-09T1,acoustic detection,2016-12-09T1,2016-12-09T1,"LINE\ARRAY:SAF, STATION:SAF-AB004",urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,white shark
otn:SAF.SAF:SAF-AB005-545675-2016_SSST-1200794-2016-08-05_2016-12-09T1,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-AB005-545675-2016_SSST-1200794-2016-08-05_2016-12-09T1,otn:SAF.SAF:SAF-AB005-545675-2016_SSST-1200794-2016-08-05_2016-12-09T1,,SAF.SAF,1,,,present,SSST-1200794-2016-08-05,SSST-1200794-2016-08-05,individual,otn:SAF.SAF:SAF-AB005-545675-2016_SSST-1200794-2016-08-05_2016-12-09T1,acoustic detection,2016-12-09T1,2016-12-09T1,"LINE\ARRAY:SAF, STATION:SAF-AB005",urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,white shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194459_2016-02-10T21,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 8 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194459_2016-02-10T21,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194459_2016-02-10T21,,SAF.SAF,1,,,present,SSST-1194459,SSST-1194459,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194459_2016-02-10T21,acoustic detection,2016-02-10T21,2016-02-10T21,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194459_2016-02-10T22,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 2 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194459_2016-02-10T22,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194459_2016-02-10T22,,SAF.SAF,1,,,present,SSST-1194459,SSST-1194459,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194459_2016-02-10T22,acoustic detection,2016-02-10T22,2016-02-10T22,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194464_2016-03-15T14,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194464_2016-03-15T14,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194464_2016-03-15T14,,SAF.SAF,1,,,present,SSST-1194464,SSST-1194464,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194464_2016-03-15T14,acoustic detection,2016-03-15T14,2016-03-15T14,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194464_2016-04-03T20,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 2 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194464_2016-04-03T20,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194464_2016-04-03T20,,SAF.SAF,1,,,present,SSST-1194464,SSST-1194464,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-1194464_2016-04-03T20,acoustic detection,2016-04-03T20,2016-04-03T20,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32557_2016-01-02T22,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 7 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32557_2016-01-02T22,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32557_2016-01-02T22,,SAF.SAF,1,,,present,SSST-32557,SSST-32557,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32557_2016-01-02T22,acoustic detection,2016-01-02T22,2016-01-02T22,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T0,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 19 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T0,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T0,,SAF.SAF,1,,,present,SSST-32559,SSST-32559,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T0,acoustic detection,2016-01-01T0,2016-01-01T0,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T1,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 31 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T1,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T1,,SAF.SAF,1,,,present,SSST-32559,SSST-32559,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T1,acoustic detection,2016-01-01T1,2016-01-01T1,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T2,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T2,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T2,,SAF.SAF,1,,,present,SSST-32559,SSST-32559,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T2,acoustic detection,2016-01-01T2,2016-01-01T2,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T3,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 15 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T3,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T3,,SAF.SAF,1,,,present,SSST-32559,SSST-32559,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T3,acoustic detection,2016-01-01T3,2016-01-01T3,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T5,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 6 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T5,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T5,,SAF.SAF,1,,,present,SSST-32559,SSST-32559,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T5,acoustic detection,2016-01-01T5,2016-01-01T5,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T7,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 2 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T7,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T7,,SAF.SAF,1,,,present,SSST-32559,SSST-32559,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-32559_2016-01-01T7,acoustic detection,2016-01-01T7,2016-01-01T7,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-10-10T16,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-10-10T16,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-10-10T16,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-10-10T16,acoustic detection,2015-10-10T16,2015-10-10T16,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-10-26T21,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 2 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-10-26T21,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-10-26T21,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-10-26T21,acoustic detection,2015-10-26T21,2015-10-26T21,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T14,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 4 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T14,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T14,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T14,acoustic detection,2015-11-01T14,2015-11-01T14,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T6,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 2 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T6,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T6,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T6,acoustic detection,2015-11-01T6,2015-11-01T6,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T9,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T9,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T9,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-01T9,acoustic detection,2015-11-01T9,2015-11-01T9,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-02T1,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-02T1,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-02T1,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-02T1,acoustic detection,2015-11-02T1,2015-11-02T1,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T10,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 5 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T10,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T10,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T10,acoustic detection,2015-11-04T10,2015-11-04T10,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T11,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 5 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T11,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T11,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T11,acoustic detection,2015-11-04T11,2015-11-04T11,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T12,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 5 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T12,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T12,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2015-11-04T12,acoustic detection,2015-11-04T12,2015-11-04T12,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-02-19T4,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 7 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-02-19T4,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-02-19T4,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-02-19T4,acoustic detection,2016-02-19T4,2016-02-19T4,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-19T6,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 6 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-19T6,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-19T6,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-19T6,acoustic detection,2016-03-19T6,2016-03-19T6,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-19T8,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 1 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-19T8,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-19T8,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-19T8,acoustic detection,2016-03-19T8,2016-03-19T8,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-21T5,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 4 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-21T5,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-21T5,,SAF.SAF,1,,,present,SSST-34096,SSST-34096,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34096_2016-03-21T5,acoustic detection,2016-03-21T5,2016-03-21T5,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-01-07T16,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-01-07T16,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-01-07T16,,SAF.SAF,1,,,present,SSST-34097,SSST-34097,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-01-07T16,acoustic detection,2016-01-07T16,2016-01-07T16,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-01-29T12,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 3 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-01-29T12,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-01-29T12,,SAF.SAF,1,,,present,SSST-34097,SSST-34097,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-01-29T12,acoustic detection,2016-01-29T12,2016-01-29T12,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-02-01T15,https://creativecommons.org/licenses/by/4.0/,"Ocean Tracking Network, Dalhousie University, Halifax, Nova Scotia otndc@dal.ca",https://members.oceantrack.org/data/policies/otn-data-policy,Shark Spotters,otnsharkspotterssharkspot,Shark Spotters,SSST,Shark Spotters shark tracking,MachineObservation,subsampled by hour: first of 5 record(s),otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-02-01T15,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-02-01T15,,SAF.SAF,1,,,present,SSST-34097,SSST-34097,individual,otn:SAF.SAF:SAF-CP001-112419-2015_SSST-34097_2016-02-01T15,acoustic detection,2016-02-01T15,2016-02-01T15,"LINE\ARRAY:CP, STATION:SAF-CP001",urn:lsid:marinespecies.org:taxname:217628,Notorynchus cepedianus,Animalia,sevengill shark
